,date,tweet
300,31/03/2020,$AAPL gorgeous!!!!! Deep green engulfing candles!!! yes!!! Higher it wants 😂🍏🍏
301,31/03/2020,$AAPL buy the dip it was just Cuomo being a cry baby again for the breaking news so algos just traded against it 😂
302,31/03/2020,$AAPL all I need is 257  that all 🍎
303,1/4/20,$AAPL Broke 240 going down to 220 🤪
304,1/4/20,$AAPL Bear 🐻 Market Reality Check For Blind Bulls! Bear eats bounces!
305,2/4/20,$AAPL Shockwave will hit markets after jobless claims #’s come in! 10 million + Very possible! 🐻🦠
306,2/4/20,$AAPL we in a global recession nobody buying laptops or a iPhone. We all hoarding groceries instead 😷
307,2/4/20,"$AAPL LETS BE HONEST, TODAY WAS THE UNEMPLOYMENT RALLY 😂😂😂"
308,3/4/20,"$AAPL CPO leaving. Next is the CFO. This pig is done
🔪🐖🍖"
309,6/4/20,$AAPL ready for lift off! 😂🙏🤠🇺🇸
310,7/4/20,"$AAPL pssst, bears, it’s gonna be a red day.... if you’re long puts😖🍏🍏🐻😂 😂😂"
311,7/4/20,"$AAPL  270 open!!!! take notes!!!  
called it in the morning when it was 248!!! Check my comments 🤑"
312,7/4/20,$AAPL 🐻 are toast the squeeze continues
313,7/4/20,$AAPL The clown 🤡 panic is slowing. Death rate is best of all recent years. Bears and haters missed out. So sad.
314,8/4/20,$AAPL time to give up the gains.  📉
315,8/4/20,$AAPL each of these pops has paid my puts today 🤑 in again here for gap down
316,9/4/20,"$AAPL 
Taking taking some profits down to 
TMDI -possible PR release this Thursday 
-🚀🏔🚀🏔🚀🤑😎
Imo! GLTA 🙏🏼"
317,9/4/20,"$AAPL just spent $250 at academy sports, clearance specials -- corona 🤑🤑"
318,13/04/2020,$AAPL calls ITM ✅✅✅💰💰 spy calls didn’t work so my aapl did !
319,14/04/2020,$AAPL 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂ANALYSTS WRONG AGAIN haha hahahah 💥🤑🤑🤑🤑🤑📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈📈
320,14/04/2020,$AAPL one of my best Day trading mornings 😎😁👊
321,15/04/2020,$AAPL like a coiled 🐍 ready to strike
322,16/04/2020,$AAPL REPO failed at 10:30 .. hoping for huge drop below $280 easy 🤔
323,16/04/2020,$AAPL took long profits.  👀 to go short feels weak
324,16/04/2020,$AAPL we are going to the moon 🌝
325,16/04/2020,"$AAPL If I were a drinking man anymore, I’d propose a drinking game where you hoist one every time Trump says incredible. 🥃"
326,17/04/2020,$AAPL who says these analysts don’t have other agendas nice downgrade when Appl almost hit 300😂😂
327,17/04/2020,$AAPL Goldman clearly trying to load up on SALEEEEEEEE📈📈📈📈📈
328,17/04/2020,$AAPL 😂😂Goldman cover there short yet and Go Long 🤷🏻‍♂️🤦🏼‍♂️
329,18/04/2020,$AAPL being bearish on cult stocks isn't allowed 🤣
330,21/04/2020,$AAPL retest $212 before ER or after ER !!🤔 May be 2nd qtr ER🏃‍♀️🏃‍♀️
331,21/04/2020,"$AAPL huh 👳‍♂️⚗️😂😂 people still need money to buy, unemployed is looking to get new iPhone."
332,21/04/2020,$AAPL $5 algo pop ! 🤣 but of course they cannot let this go down ...
333,21/04/2020,$AAPL i bet we can go down 5% today on zero bad news...🤣
334,21/04/2020,$AAPL all of my puts are wedging up😁
335,22/04/2020,$AAPL sad to see such an amazing company with amazing products not be able to sell them. I did not like that AT&T report 😢😢😢 it’s going to hurt being long this stock in the short term but I have to believe!!!
336,24/04/2020,"$AAPL lot of bulls too excited, you guys just don't know whats coming do you 😂"
337,29/04/2020,$AAPL Sell after earnings or hold onto the 280 May 15 call for new ATH? 🧐
338,30/04/2020,"$AAPL I’ve got my armor on, my diamond hands

Im ready🗡"
339,30/04/2020,$AAPL lol. But the economy is tanking 🤡🤡🤡🤡
340,30/04/2020,$AAPL yes!!!🍏 just what I need 🤑
341,30/04/2020,$AAPL if it hasn’t dropped SHORTERS...it’s not a win 😂😂
342,30/04/2020,$AAPL   Hey - I didn’t look all day!  This isn’t bad.  I’ll take it. 🚀
343,1/5/20,$AAPL sold calls at the perfect time🙌🏻
344,1/5/20,$AAPL more red days ahead bulls get used to that color for a while at least !! 🤣😂🤣🤣
345,3/5/20,$AAPL buuuuuullllllishhh. Buy long. Hold strong 💪
346,5/5/20,$AAPL when Apple gets quiet is because major product is coming. 😉
347,6/5/20,$AAPL rum for your lives bears oh the humanity 😱😱😱😱
348,8/5/20,$AAPL the Apple doesn’t fall far from the nasdaq 😇
349,8/5/20,"$AAPL haha guess I should have held those 300 weekly calls (from monday) into the close instead selling thurs. and buying more stock for the divvy.  😎 
 
What is the bear case now?  Charts, no guidance?"
350,11/5/20,"$AAPL where the bears at now? Y’all were so loud over the weekend, now y’all quiet 🤫"
351,12/5/20,$AAPL 🚨 ALERT:  BTO AAPL 350C 6/19 when market opens . PT $340/350 by June 19.
352,12/5/20,$AAPL No support until $302.52 👎
353,12/5/20,$AAPL my apple puts paid my steak dinner for 20 when we reopen🤑🤑🤑
354,13/05/2020,$AAPL lol why would shorts have to cover? I scooped my puts at $318. 😂😂
355,13/05/2020,$AAPL someone fking explain to me this move 😾
356,13/05/2020,$AAPL just a normal day without the fed interfering 👍
357,13/05/2020,$AAPL my heart goes out to all the 315+ bulls. 🤦‍♂️
358,14/05/2020,$AAPL say good bye to the 300’s today 🦹🏾‍♂️
359,14/05/2020,$AAPL our first red day on a thursday 🐻. Wow isnt it satisfying
360,14/05/2020,$AAPL hmm a company with an entire Chinese supply chain at a time when we are sabre rattling with China. What could possibly go wrong 😂
361,14/05/2020,$AAPL alerted on VBIV and poof 💥
362,15/05/2020,$AAPL fed plunge protection + stock buy backs . Gonna be wild ride today ☠️
363,15/05/2020,$AAPL keep loading up on those puts😆😆🚀
364,15/05/2020,"$AAPL Next week we see $295
We hit my $300 target today as I said back at $312😎"
365,16/05/2020,$AAPL this could dip hard all eyes on China 👀
366,18/05/2020,$AAPL Taking a little breather before next leg up 👍🏽
367,20/05/2020,$AAPL looking for a correction. Double top. Shooting star. 🤷🏿‍♂️ I’m bearish! We’ll see what happens this week. There’s no divergence though. 🤔
368,20/05/2020,"$AAPL good pop but sorry I am not dump to take it long here
😜😜"
369,21/05/2020,$AAPL Still holding calls since last Friday 🤠
370,21/05/2020,$AAPL i was hoping this will close under 312 today😭😭
371,25/05/2020,$AAPL China loved the Huawei news and they will love this... super bullish.... right? 🤔🤣
372,26/05/2020,$AAPL Round 2 today- told y’all the gap up would pay!😎
373,26/05/2020,$AAPL scale out more up 35% from alert ✅
374,26/05/2020,$AAPL bulls saw that ATH and thought it was payday 😂 hilarious
375,27/05/2020,$AAPL trump to hit China with sanctions this week 🤦‍♂️
376,27/05/2020,$AAPL I’ll see you guys under $300 ✌🏽
377,27/05/2020,$AAPL dumping on good news? What it will do when China sanctions news hits? 😃
378,27/05/2020,"$AAPL Congratulations OP!
We did it again🤷🏼‍♂️😎"
379,27/05/2020,$AAPL small caps are the move 🤤👍 and of course apple
380,30/05/2020,"$AAPL super cycle's done 🍎fam, it's over"
381,1/6/20,$AAPL we’ll rested and ready to run 🏃
382,1/6/20,"$AAPL news just dropped that Schultz  Acquisition is merging with Clever Leaves cannabis company, bringing them public!!! Get in on the warrants while they’re low! Ticker is SAMA.🎁🏦"
383,4/6/20,$AAPL break even 312 🤷🏾‍♂️ expires tomorrow I’ll be sleep while my lotto ticket cooks for that morning sir you were right
384,5/6/20,$AAPL will have a epic drop.   I gonna hold my 325 puts.   Hehehe😝
385,8/6/20,$AAPL Buy buy buy....to anada all time high!! 😂🍏🍏😀
386,9/6/20,$AAPL I never understood why people short a high quality stock in a bull market 😂🤑
387,10/6/20,$AAPL moment of truth tomorrow boys and girls. Lets hit $350🙏
388,11/6/20,$AAPL Don’t be surprised when it goes green 🤠
389,11/6/20,$AAPL if she holds..... her leg up would be fueled by bear 🥩
390,12/6/20,$AAPL i’ll cash y’all bulls in the morning lol y’all too giddy over futures tonight 🤣🤡
391,12/6/20,$AAPL Looks like no shortage of robinhooders wanting to be bagholders 🥴
392,12/6/20,"$AAPL Ai ai ai , is going to cool down a bit 😢👇"
393,12/6/20,$AAPL shorting again ... 🤑🤑🤑🤑 im back caught 342 before it sloped
394,12/6/20,$AAPL puts doing some serious printing. How low will it go....🤔
395,12/6/20,$AAPL Wonder if all the buy the dippers are now broke🤔🙈🤢
396,15/06/2020,$AAPL my espn says it will get past 330.00  🙂🙂🤣give this market a good rogering.
397,17/06/2020,$AAPL New Edge to Edge iMac 🖥 coming next week 🤫
398,17/06/2020,$AAPL just hold lads this is long term material right here📈💰
399,17/06/2020,"$AAPL picked up puts, this pig is due for a pullback 🐷🐷"
400,17/06/2020,$AAPL its not sinking its accumulating ... 🤣🤣
401,17/06/2020,$AAPL insert joker “you get what you deserve meme” 🤡
402,18/06/2020,"$AAPL Upgraded to unload above 350....same 💩 show different day😂. Needs to retest 300, 320 at minimum. Worst quarter in history coming.....but priced in I guess😂"
403,18/06/2020,$AAPL Thank me later exit your calls to save your hard earned dollars. Big dump in progress ..😁🎰
404,18/06/2020,$AAPL the alert from $355 area is paying oh so well👊🏼😎
405,18/06/2020,$AAPL if there’s only 1 stock in the world where bears should be embarrassed to even enter its room...this is it 😆
406,19/06/2020,$AAPL there are rich fools and then theres steve jobs congratulations 👏
407,19/06/2020,$AAPL who even goes to an apple store? except teen age kids browsing 😆
408,19/06/2020,$AAPL bulls thanks for all your money 💴
409,19/06/2020,$AAPL 300k shares sold EOD? Put buyers where y’all at 🤑
410,19/06/2020,$AAPL come on to 340 then 320 Monday 🚨😂
411,20/06/2020,$AAPL where my Bears at ?🤑🤑
412,21/06/2020,"$AAPL Tell me solid reasons why it is going to down next week?
Please don't say Trump rally is utterly ridiculous 🙄"
413,22/06/2020,$AAPL ... 🔜   4  f*king 🤴 hundred
414,22/06/2020,"$AAPL Why fight it, $400+ by ER 👍"
415,23/06/2020,$AAPL The trend is your friend 📈 PT 440
416,23/06/2020,$AAPL one last time ... please consider adding a long term position here. Lift off has commenced. 🚀
417,23/06/2020,$AAPL Feel bad for those who will miss out by tmm 😂😂🤑
418,23/06/2020,"$AAPL You can not expect all the week 10 dollars up trend 
Tomorrow will be a good pull back 😌"
419,24/06/2020,$AAPL Think I'm ready for another upgrade today 🙈🙈🙈🙈🙈🙈
420,24/06/2020,$AAPL Jesus bears are in Full attack mode... they panicking 😂
421,24/06/2020,$AAPL  got that dip yesterday .. if u didn’t buy it 🤷🏻‍♀️  next week UP UP UP!  closer to earnings . Get those calls while you can .. push out . Ignore the bears!
422,24/06/2020,$AAPL bought more on my long term position 📈
423,25/06/2020,$AAPL New upgrade every day for two weeks straight......😂With nothing but uncertainty behind and ahead.....😂🖕Call BS. Pure manipulation
424,25/06/2020,$AAPL bad news.  Might as well sell with the pension funds😩
425,25/06/2020,"$AAPL oh goody, corona is shutting down more states and Apple stores.... lets buy more stock 🤣
Can’t wait to short this again tomorrow!
This morning paid us oh so well yet again!"
426,26/06/2020,$AAPL glad I sold calls yesterday before close... this is ugly.... but Apple dips don’t last long so if you can time it right... big 💰💰💰💰 watching the August calls real closely right now for perfect buy opportunity around 355 today
427,26/06/2020,"$AAPL Where are pulls 🤔 
Some of them have june 26 calls 
Please show your accounts"
428,27/06/2020,"$AAPL Who caught that $370+ bag....😂.......what about $360+....😂 Congrats, suckers👏👍🎉🍻"
429,29/06/2020,$AAPL delisted next week.  Apple will never sell another phone every again.....   Lol 😂 Notttttttttttt
430,29/06/2020,$AAPL Forget the second wave. The numbers don’t lie.$400+ stock by end of July.💻👌
431,30/06/2020,$AAPL $365 🍎🚀🚀tomorrow baby! Show me the green 🍏💰
432,30/06/2020,$AAPL fckn 365 east today! Squeeze the shorts 🤑🙏🏼🔮
433,30/06/2020,$AAPL filling 5he 265 gap..then 367 up next😁
434,30/06/2020,$AAPL is sec mnuchin not wearing a mask considered bullish? 💰💰💰
435,30/06/2020,$AAPL could use a good power hour. $365+ close would be nice 😂😂
436,2/7/20,$AAPL “i LoVE DiPps” 🤪🤪 welcome to the bull trap
437,8/7/20,I cant take these $AAPL bulls serious right now.. they are not on vibes.. 😂
438,8/7/20,$AAPL Who got that nice $380 Kate Spade bag.....😂 LMFAO
439,8/7/20,$AAPL 52 Weeks High.  Time to go HIGH 🤪
440,8/7/20,$AAPL China rhetoric coming out negative 🐻
441,8/7/20,$AAPL pretty impressed this ole gal has been able to stay up today. Still short term pullback bearish - hopefully this afternoon goes like yesterday afternoon 💸💸💸
442,8/7/20,$AAPL - am I the only one who saw those huge 500k share blocks 😱
443,9/7/20,$AAPL who's ready for another upgrade in the morning? 🙋‍♂️🙊🙊🙊🙈🙈🙈🙉🙉🙉🙉
444,9/7/20,$AAPL still laughing from last year when ppl said “it’s going under $100” 🤣🤣🤣
445,11/7/20,"$AAPL When you compared to TESLA, Apple’s SP is way undervalued. Waiting for iPhone 12 Max Pro. $500 plus easily. 🤙💥🚀"
446,13/07/2020,"$AAPL the perfect storm Overvalued, Overrated, Overhyped , Overbought, lol 🤣😂🤣😂"
447,14/07/2020,$AAPL $90 by Friday warned y’all last week but you don’t listen 🤷🏻‍♂️
448,15/07/2020,$AAPL Apple wins appeal against $15 billion EU tax bill 🤙
449,15/07/2020,$AAPL let’s get the party started it will be a long day 🍾🤑
450,15/07/2020,$AAPL $15bn win for Apple - well done Apple! Let EU pay your legal costs of $10m now 😆👍
451,15/07/2020,"$AAPL  Seriously though, this will break $400, if you’re going to short, at least wait until after earnings 😂😂😂"
452,17/07/2020,$AAPL interesting new trait of long dated puts getting less valuable while prices are falling 😂 Big old scam of a market.
453,17/07/2020,$AAPL lol morgan stanley is wild for all these price hikes 😂
454,20/07/2020,$AAPL Covid 19 Vaccine by November this Year. Just in time for PS5 & Iphone 12 Pro Max 5G for the whole Family 🚀🚀🚀 🥳🥳🥳
455,20/07/2020,$AAPL another stimulus payment coming... just in time for the new iPhone 🧐
456,20/07/2020,$AAPL that 1 minute gap tho 🤤
457,20/07/2020,$AAPL big momentum but calls barely moving🤔
458,21/07/2020,$AAPL this should have been $400 last week but MM algos was holding it back let’s go to the moon🚀🚀🚀
459,21/07/2020,$AAPL atleast this we are attempting to break 400 from 393 and not from 382 lol 😂
460,22/07/2020,$AAPL everyone and their mom said this will go up tomorrow.  🤔
461,23/07/2020,$AAPL Bears fantasizing about 370’s but forget that it’s Apple and ER’s are next week 🤣 Just but further expiration calls this’ll hit 400
462,25/07/2020,$AAPL Did you see the evening star in weekly? 😲 Bubble burst!
463,26/07/2020,$AAPL the entire stock market is green tomorrow.   The money printers are filled is ink again.   A new round of fed pump ⛽ is coming your way 👅👆👌
464,27/07/2020,$AAPL Great day with an $8 move 🙌 if this breaks $380 we can see $395-400 again before earnings
465,28/07/2020,$AAPL grabbed 10 400C July 31st  for Earnings run up. 👀
466,28/07/2020,$AAPL will lead NQ to green today 😁
467,28/07/2020,$AAPL  I need help understanding this.. why did my putts from EOD yesterday LOSE value?? Even though the stock went down -$6 the value of my put kept decreasing to. 😳
468,29/07/2020,$AAPL They'll beat earnings and then it'll drop 7%. Valuations and forecast matter. You've been warned 👍
469,30/07/2020,"$AAPL 

If one bad number this will tank 7-10%, already way over valued 😂 I just cashed out profit, GL!"
470,30/07/2020,$AAPL nice jumping and earnings aren’t even out 💪💪💪
471,30/07/2020,$AAPL WHY DID I SELL HALF MY CREDIT SPREADS today. I could be rolling in even more dough. Portfolio 18% gain aint enough😪
472,30/07/2020,$AAPL OMG i put my whole paper trading account into apple calls it's gonna be up like 500% tomorrow 😂
473,30/07/2020,$AAPL   What the heck!!! We just got the jackpot!! 🚀🚀🚀🚀🚀🚀
474,30/07/2020,"Live picture of $AAPL bears meeting. 
 
Congrats longs! 📈🍻"
475,30/07/2020,$AAPL $100 shares. So excited to finally get shares at 100 😩🥺
476,30/07/2020,$AAPL FILLED AT $401 READY FOR MY SHARES 🥰
477,30/07/2020,$AAPL now all the 🐻 can buy Appl now after the split it’s at the price you guys want it everyone wins
478,30/07/2020,$AAPL Split at the end of August 2020👀
479,30/07/2020,$AAPL holding from $17.63 and not selling. 🍎 💫
480,30/07/2020,$AAPL PSA. Apple has now beat earnings for an astounding 17 consecutive quarters. That is all😁
481,30/07/2020,$AAPL bourbon or some double IPAs tonight? 🤔🤑
482,30/07/2020,"Buy and hold $AAPL long term in your IRA when ever you can , that’s all I heard and all I’ve done for the last 6 years ... 🙏🏻🙏🏻🙏🏻"
483,30/07/2020,$AAPL was busy. Wasn’t worried. But omg 😱. Crazy times to be long af during a pandemic recession. Sorry gambling bears better luck next time. Up a mf’ing house today.
484,30/07/2020,"$AAPL been here before the last split, congrats to all the LONGS here wow! A split before a massive cycle of 5G iPhones 🚀💰"
485,30/07/2020,$AAPL I bought a 395/397.5 call debit spread. Yes!!! Too bad it’s in my demo account 👎... 🤦‍♂️ oh well. Onward....
486,30/07/2020,"$AAPL ecosystem, trust & relatability 📈 target $500"
487,30/07/2020,"$AAPL 

My 355 and 370 calls are back itm 💵"
488,31/07/2020,$AAPL good thing Goldman raised PT on aapl to $299🙄 we should listen to them more..not ever at all
489,31/07/2020,"$AAPL got some $440 3/19/21 calls. Will it be better to hold these for the split adjustment, or sell as we 🚀 toward split date?"
490,31/07/2020,$AAPL reading all these posts and arguments about stock split is very entertaining 😂😂😂
491,31/07/2020,$AAPL we want 420 let’s do this bulls 🍻
492,31/07/2020,$AAPL its suicide but shorts will still try for a few minutes today 😂
493,31/07/2020,$AAPL i knew apple gains would be good but I don’t think this good 📈🚀
494,31/07/2020,$AAPL omg a stock split ... i quadrupled my investment overnight !!  Robinhood millionaires 🤞🤞
495,31/07/2020,"$AAPL - 🚀🚀🚀🚀$415 🚀🚀🚀🚀$420 . Blowout earnings , upgrades . Let’s go ."
496,31/07/2020,"$AAPL Buying calls to hold over the weekend, this is never red on mondays, with more fomo and runup to the split, im very confident on this weekend hold.📈📈💸"
497,31/07/2020,$AAPL going to 500-600 at split date 😍😍😍
498,31/07/2020,"$AAPL Smart money buying now knows that come August 31st, 1 to 4 stock split will attract many more retail investors once more affordable at $100 a piece. Can only imagine the surge from there once this happens📈"
499,31/07/2020,$AAPL Up 8.88% - my favorite # (and higher is even better 😄)
500,31/07/2020,$AAPL Everyone wants in before the split 🚀💰
501,31/07/2020,"$AAPL  sold me $390 8/7 contracts an hour too early But i’ll still 
take it. $6k not a bad day. Congrats everyone. 🎉"
502,31/07/2020,"$AAPL Eccentric types like Jobs and Elon are definitely important to tech but you also need calm, cool, boring guys like Tim Cook to get business done 👍"
503,31/07/2020,$AAPL 420 baby 😤 called it yesteray
504,31/07/2020,"$AAPL crushing earnings amidst a pandemic justifies their position as one of the most dominant companies in the world. Their stock has got be in majority of 401ks, mutual funds, and ETFs. Add retail and institutional investors along with a stock split? 📈📈📈"
505,31/07/2020,$AAPL Got to love Apple 🍎!
506,1/8/20,$AAPL i don’t believe apple will be cheaper then 125 after the spilt    Do your mathematics 🧮
507,1/8/20,$AAPL Honestly all you need to do is put your money in Apple and enjoy life 😂
508,1/8/20,$AAPL I’m trying to add more to my Apple portfolio I’m wait for a nice pullback though 😎
509,1/8/20,"$AAPL to that moon!!! 🚀 🚀 🚀!!! See boys and girls, that’s how you raise the stock price!"
510,2/8/20,"$AAPL but but but, I bought puts for er... Now I'm cucked🙈🙈🙈🙈🙈"
511,3/8/20,"$AAPL Buybacks resume tomorrow - stock split ahead.... TC and crew didn’t decide to go with a stick split just to look silly. 
😎"
512,3/8/20,$AAPL how did I sell my calls on Friday 🤯
513,3/8/20,$AAPL at first I thought $500 was a stretch for the split. Now I’m excited🎯💰
514,3/8/20,$AAPL 500 weeklies for a dollar anyone 🤑
515,3/8/20,"$AAPL My calls banged this morning, thanks guys ❤️"
516,3/8/20,"$AAPL 440 support, run for 450 tomorrow. Keep it healthy 🌪"
517,3/8/20,"$AAPL I would never trade Apple. This is a stock that you buy and forget about it. It’s probably the safest stock out there. Wearables, services, iPhones, Mac, Apple store, Apple Pay. So many streams of income flowing into Apple 🍎"
518,3/8/20,$AAPL $475 next?!!! Let’s keep pushing Apple 💪🏾
519,3/8/20,$AAPL I'll take the gain an hang for dividend an split 😄
520,3/8/20,$AAPL This will run 🏃🏼.  Every.  Day.
521,4/8/20,"$AAPL touched $446 today, just warming up 🚀🚀🚀"
522,4/8/20,$AAPL App Store on track for best yearly sales in company history🚀🚀🚀
523,4/8/20,$AAPL more call options means more upside😎
524,4/8/20,$AAPL interested in TikTok - Axios 😳
525,4/8/20,$AAPL she wants $445 now and then $450 I’m think this week...💰💰💰🚛🚛🚛🚛
526,4/8/20,$AAPL Press Release: Apple just refreshed the iMac 🖥  with a new 27” inch iMac with new specs.
527,5/8/20,$AAPL expect price target upgrade in the morning🙈🙈🙈🙈🙈
528,5/8/20,$AAPL Sit back and wait for more buying opportunities 💰 keep acquiring shares.
529,5/8/20,$AAPL I WANT 460 BY FRIDAY 🗣🗣🗣
530,5/8/20,$AAPL only day trade we took today! 🤩
531,6/8/20,$AAPL can you imagine this going to 500 before split? 🚀🚀🚀
532,6/8/20,$AAPL can’t wait till this splits 1 to 4.. cashhhhhh... only cash attracts cashhhhhhh 🤣🥃💰
533,6/8/20,$AAPL told y’all to buy calls at $435 a few days ago 😂 who’s running to the bank rn  with me? (on paper) lol 💪 $450 then $475 then $500 ladies and gents
534,6/8/20,$AAPL I don’t think I’m getting my dip 🤦 then I’ll average up 🚣‍♀️
535,6/8/20,$AAPL Is it a $470 price that'll give a $2T valuation? That's insane lol all in 🤑💰
536,6/8/20,"$AAPL all these analysts downgrading Apple 🍏 missed the move and now want 4-1 Split shares for cheap, not gonna happen before it splits, if you want lower prices shares wait on split"
537,6/8/20,$AAPL No point in selling mfs 🥂🥂
538,6/8/20,$AAPL  😎 $467.77 = 2 Trillion $$$🏦✅
539,6/8/20,"$AAPL  Congratulations longs, you have Forrest Gumped your way to riches! 😃  🎉🎊🎈🍾"
540,6/8/20,$AAPL cant believe i sold my $385 calls last friday 🤯
541,6/8/20,$AAPL and we still have 55 minutes left 😮🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀
542,6/8/20,$AAPL  I was wet before. But now I’m 100% cumming. 💦
543,6/8/20,$AAPL they should change it to 5-1 split 🥳
544,6/8/20,$AAPL This is a fxcking juggernaut on Crack and speed 😭🤑💚🚀🚀🚀‼️‼️‼️
545,7/8/20,$AAPL lol bearish ppl better be typing from their androids 🙄 😂
546,7/8/20,$AAPL we're green over in Germany 😁
547,7/8/20,$AAPL Market has done its pullback !! We good ! 🤑🤑
548,7/8/20,"$AAPL I bought my Apple shares back in 2016. I still have them. So, guys, do not worry😁"
549,8/8/20,$AAPL When everyone expects a stock that is up 44% in 3 months to keep going up before a split you should worry. Reality is a sell off will occur so the split will have the share price even cheaper then it will rally. 🙂
550,9/8/20,$AAPL is you’re short over the weekend—god help you. Lol  🚀
551,9/8/20,$AAPL Bears Came to make you sell your shares. 🤣🤣🤣👍👍Goodluck 🐻🐻🐻🐻🔥🔥🔥🔥
552,10/8/20,"$AAPL I have a gamble 490c expiring this week, who wants it 😛"
553,10/8/20,$AAPL nah nah nah I don’t want to hear good luck everyone if you not bullish hope your apartment burns down and only thing survive is a Apple products 😂🤣🔥
554,10/8/20,"$AAPL Nothing is guaranteed in this game, but this is a very bullish setup. Pullback to the 50 ema on the hourly without breaking down. The fools who chose to buy puts in this should be worried. 🍎"
555,10/8/20,$AAPL what if appl ran to 600? 😳
556,10/8/20,$AAPL two upgrades in one day 💵 💰 wed bush and deutsche bank
557,10/8/20,$AAPL lots of people will be buying heavy after the split. The best long term investment is right here imo 🥳
558,10/8/20,$AAPL bearish are putting their red tags so they buy AAPL for 110 end of Aug😂😂
559,10/8/20,$AAPL added 8/21 calls @ $443.805 🥳
560,10/8/20,$AAPL my lord this wedge is getting tight⬆️
561,10/8/20,$AAPL loaded the boat a $443 good call 😀
562,11/8/20,$AAPL this is going to be ~$480+ before split. Mark my words 🍏🚀🚀
563,11/8/20,$AAPL bulls we know what time it is!! Load up the brink trucks on calls 🚀🚀💰💰
564,11/8/20,"$AAPL bulls talking about how it needs to recover now, 😂 look how Much it’s still up on the one month"
565,12/8/20,So looking forward to grabbing some $AAPL puts when this pops up in the morning 🤗
566,13/08/2020,$AAPL pt for today? I’m feeling $455-$465 range 🙌🚀 I think we go higher on news that we hit 2 trillion market cap 🚀📈
567,13/08/2020,$AAPL Buy all you can. The next 7 tradings days for AAPL going to huge before the split. History shows major gains before the splits.🚀🚀🚀
568,13/08/2020,$AAPL let’s get open up at 457.50 🔥
569,13/08/2020,$AAPL I should’ve bought more with two hands instead of one on the dip 😭 still holding a good amount tho 😛
570,13/08/2020,"$AAPL i told you all 460 soon , go check my previous posts 🚀🚀🚀"
571,13/08/2020,$AAPL Give me that 460!! 🤑🍏
572,13/08/2020,$AAPL we’re popping 📈 up $15+ today for sure!
573,13/08/2020,$AAPL … on a red day 🤯
574,13/08/2020,"$AAPL 💰where are you Bears 🐻 ? 
Anybody home
💰💰💰💰🤣🤣🤣🤣🤣🤣🤣👍🏻"
575,13/08/2020,$AAPL love it !! Slow and steady rise not like freaking Tesla ruin the whole mood 😒
576,13/08/2020,$AAPL potential sell off tomorrow as it’s Friday?? I wanna buy more but don’t wanna move my avg 😂
577,13/08/2020,$AAPL 464 eod then 475-490/500 next week? I think yesss 💵💵💰💰
578,13/08/2020,$AAPL 👀👀👀👀👀👀👀👀👀👀👀👀👀🤣😂🤣😎 One day March 23rd it's all you needed to do was jump in
579,13/08/2020,$AAPL let me get that DRIP AND SPLIT 🍏💰
580,13/08/2020,"$AAPL Hey Bears, what phone are you guys reading this with?😂"
581,13/08/2020,$AAPL omg it stayed under 459 for a whole 15 minutes... lol hope you bears capitalized on your 15 min of fame 😂
582,13/08/2020,"$AAPL remember when CNBC and analyst always had a bad article about Appl not succeeding in China low demand, iPhone to expensive and only had the iPhone as a one product wonder that’s bound to fail from other companies taking market share😂😂"
583,14/08/2020,$AAPL lol you think people really care about fornite an gonna panic sale their shares for that 😂this is serious business here not games new iPhones an bundles coming out 💪🏼💪🏼170$ today
584,14/08/2020,$AAPL Anyone else a long and not really worried? 🤷‍♀️
585,14/08/2020,$AAPL I hope it goes bak to 460 at least 💰❤️
586,14/08/2020,$AAPL who getting in on that stock split👀
587,14/08/2020,$AAPL can u pos go green so the market can rally already 🖕 autistic ticker
588,15/08/2020,"$AAPL strongest bulls here do not understand simple sentences. I'd be worried. 
Again, ""when the strippers and cab drivers say buy... YOU buy!!"" LOL 😆"
589,15/08/2020,"$AAPL breaking news! Tim Cook switch to Android after he forgot again he's security question nr. 2 to unlock he's iPhone 11 smartphone. It's was something about he's first job that he's not remember, he's added in interview 🤣"
590,17/08/2020,$AAPL The bulls are so funny 🤣🤣🤣🤣 love you guys
591,17/08/2020,$AAPL 😂 too many new comer rookies with no understanding of fundamentals  in Apple right now.
592,18/08/2020,"$AAPL rookies are losing hope here lmao

They here for the quick money 😂"
593,18/08/2020,"$AAPL But... this ad is so rotten, guys, open your eyes my God🤣🤣"
594,18/08/2020,"$AAPL 🤔🤔😒 all in green beside apple, thoughs?"
595,18/08/2020,$AAPL is in a bubble not going to double!!!💥💥💥
596,18/08/2020,"$AAPL stock is way overbought . 32 PE when historical avg is 16-18 . Needs to revert back to mean (average) which is at 350 (90) post split 📉📉📉 wasting shareholder money paying rent at all stores even the empty ones , rent still has to get paid"
597,18/08/2020,"$AAPL No boom, this has to go down now, I want the money quickly🤗"
598,18/08/2020,$AAPL $467.77 tm and we hit 2 trillion in market cap! Let’s go bulls ... this will be us in a few years😂💵💵🚀🚀🚛💰💰
